; dna-pattern  -v 1 -pl $RSAT/public_html/tmp/apache/2023/03/30/dna-pattern_2023-03-30.160605_iCg6PF.pat -i $RSAT/public_html/tmp/apache/2023/03/30/tmp_sequence_2023-03-30.160605_cKRpvG.fasta -format fasta -return sites -origin -0 -N 4 -return limits -noov -1str -subst 1
; Citation: van Helden et al. (2000). Yeast 16(2), 177-187.
; Input file           	$RSAT/public_html/tmp/apache/2023/03/30/tmp_sequence_2023-03-30.160605_cKRpvG.fasta
; Input format         	fasta
; Pattern file         	$RSAT/public_html/tmp/apache/2023/03/30/dna-pattern_2023-03-30.160605_iCg6PF.pat
; Search method        	IUPAC
; Threshold            	0
; Allowed substitutions	1
; Return fields
;                     	limits
;                     	sites
; Patterns
; 	seq	id	score
; 	ATGCAT	ATGCAT	1
; 
; Matching positions
; PatID	Strand	Pattern	SeqID	Start	End	matching_seq	Score
START_END	DR	-	seq_1	0	-1	-	0.00
START_END	DR	-	seq_2	-6	-1	-	0.00
START_END	DR	-	seq_3	-6	-1	-	0.00
START_END	DR	-	seq_4	-6	-1	-	0.00
START_END	DR	-	seq_5	-6	-1	-	0.00
START_END	DR	-	seq_6	-6	-1	-	0.00
START_END	DR	-	seq_7	-6	-1	-	0.00
START_END	DR	-	seq_8	-6	-1	-	0.00
START_END	DR	-	seq_9	-6	-1	-	0.00
START_END	DR	-	seq_10	-6	-1	-	0.00
START_END	DR	-	seq_11	-6	-1	-	0.00
START_END	DR	-	seq_12	-6	-1	-	0.00
START_END	DR	-	seq_13	-6	-1	-	0.00
START_END	DR	-	seq_14	-6	-1	-	0.00
START_END	DR	-	seq_15	-6	-1	-	0.00
START_END	DR	-	seq_16	-6	-1	-	0.00
START_END	DR	-	seq_17	-6	-1	-	0.00
START_END	DR	-	seq_18	-6	-1	-	0.00
START_END	DR	-	seq_19	-6	-1	-	0.00
START_END	DR	-	seq_20	-6	-1	-	0.00
START_END	DR	-	seq_21	-6	-1	-	0.00
START_END	DR	-	seq_22	-6	-1	-	0.00
START_END	DR	-	seq_23	-6	-1	-	0.00
START_END	DR	-	seq_24	-6	-1	-	0.00
START_END	DR	-	seq_25	-6	-1	-	0.00
START_END	DR	-	seq_26	-6	-1	-	0.00
START_END	DR	-	seq_27	-6	-1	-	0.00
START_END	DR	-	seq_28	-6	-1	-	0.00
